inventory_type,sectors_sector,category_full,category_label,source_full,source_label,source_units,concept,value,year
GPC,Transportation,Passenger cars (public and private),Passenger cars,Gasoline,Gasoline,VMT,tco2e_20_yr_gwp,9099655.21,2018
GPC,Transportation,Passenger cars (public and private),Passenger cars,Diesel,Diesel,VMT,tco2e_20_yr_gwp,133271.87,2018
GPC,Transportation,Passenger cars (public and private),Passenger cars,CNG,Natural gas,VMT,tco2e_20_yr_gwp,0.0,2018
GPC,Transportation,Passenger cars (public and private),Passenger cars,Electricity,Electricity,VMT,tco2e_20_yr_gwp,10824.74,2018
GPC,Transportation,Passenger cars (public and private),Passenger cars,Other,Other,VMT,tco2e_20_yr_gwp,0.0,2018
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Gasoline,Gasoline,VMT,tco2e_20_yr_gwp,428617.57,2018
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Diesel,Diesel,VMT,tco2e_20_yr_gwp,334525.75,2018
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,CNG,Natural gas,VMT,tco2e_20_yr_gwp,3119.79,2018
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Electricity,Electricity,VMT,tco2e_20_yr_gwp,413.07,2018
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Gasoline,Gasoline,VMT,tco2e_20_yr_gwp,61182.47,2018
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Diesel,Diesel,VMT,tco2e_20_yr_gwp,1282650.93,2018
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,CNG,Natural gas,VMT,tco2e_20_yr_gwp,4865.17,2018
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Electricity,Electricity,VMT,tco2e_20_yr_gwp,440.83,2018
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Biofuel,Biofuel,VMT,tco2e_20_yr_gwp,0.0,2018
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Diesel,Diesel,VMT,tco2e_20_yr_gwp,67393.79,2018
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,CNG,Natural gas,VMT,tco2e_20_yr_gwp,405.34,2018
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Gasoline,Gasoline,VMT,tco2e_20_yr_gwp,1253.4,2018
GPC,Transportation,For Hire,For hire vehicles,Gasoline,Gasoline,VMT,tco2e_20_yr_gwp,1117592.79,2018
GPC,Transportation,For Hire,For hire vehicles,Diesel,Diesel,VMT,tco2e_20_yr_gwp,0.0,2018
GPC,Transportation,For Hire,For hire vehicles,Electricity,Electricity,VMT,tco2e_20_yr_gwp,0.0,2018
GPC,Transportation,School Bus,School buses,Gasoline,Gasoline,VMT,tco2e_20_yr_gwp,19396.48,2018
GPC,Transportation,School Bus,School buses,Diesel,Diesel,VMT,tco2e_20_yr_gwp,57740.22,2018
GPC,Transportation,School Bus,School buses,Electricity,Electricity,VMT,tco2e_20_yr_gwp,0.0,2018
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream CNG,Upstream CNG,VMT,tco2e_20_yr_gwp,0.0,2018
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Downstream CNG,Downstream CNG,VMT,tco2e_20_yr_gwp,0.0,2018
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream CNG,Upstream CNG,VMT,tco2e_20_yr_gwp,84751.11,2018
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Downstream CNG,Downstream CNG,VMT,tco2e_20_yr_gwp,84751.11,2018
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream CNG,Upstream CNG,VMT,tco2e_20_yr_gwp,75386.89,2018
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Downstream CNG,Downstream CNG,VMT,tco2e_20_yr_gwp,75386.89,2018
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Upstream CNG,Upstream CNG,VMT,tco2e_20_yr_gwp,10226.68,2018
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Downstream CNG,Downstream CNG,VMT,tco2e_20_yr_gwp,10226.68,2018
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream Electricity,Upstream Electricity,VMT,tco2e_20_yr_gwp,8169.52,2018
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream Electricity,Upstream Electricity,VMT,tco2e_20_yr_gwp,311.74,2018
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream Electricity,Upstream Electricity,VMT,tco2e_20_yr_gwp,332.7,2018
CLCPA Addition,Transportation,School Bus,School buses,Upstream Electricity,Upstream Electricity,VMT,tco2e_20_yr_gwp,0.0,2018
CLCPA Addition,Transportation,For Hire,For hire vehicles,Upstream Electricity,Upstream Electricity,VMT,tco2e_20_yr_gwp,0.0,2018
GPC,Transportation,Buses,Buses,Diesel,Diesel,VMT,tco2e_20_yr_gwp,468576.86,2018
GPC,Transportation,Buses,Buses,CNG,Natural gas,VMT,tco2e_20_yr_gwp,78799.21,2018
CLCPA Addition,Transportation,Buses,Buses,Upstream CNG,Upstream CNG,VMT,tco2e_20_yr_gwp,846272.97,2018
CLCPA Addition,Transportation,Buses,Buses,Downstream CNG,Downstream CNG,VMT,tco2e_20_yr_gwp,846272.97,2018
GPC,Transportation,Railways,Railways,Electricity - subway and commuter rail,Electricity,kWh,tco2e_20_yr_gwp,675949.56,2018
GPC,Transportation,Railways,Railways,Diesel - commuter rail,Diesel,gallon,tco2e_20_yr_gwp,15183.55,2018
CLCPA Addition,Transportation,Railways,Railways,Upstream Electricity,Upstream Electricity,kWh,tco2e_20_yr_gwp,480332.14,2018
GPC,Transportation,Marine Navigation,Marine Navigation,Diesel - marine navigation,Marine diesel,gallon,tco2e_20_yr_gwp,106834.88,2018
GPC,Transportation,Marine Navigation,Marine Navigation,Biofuel,Biofuel,gallon,tco2e_20_yr_gwp,0.0,2018
GPC,Transportation,Aviation,Aviation,Jet fuel - aviation,Jet fuel,gallon,tco2e_20_yr_gwp,1901.07,2018
GPC,Waste,Landfills,Landfills,Exported solid waste - landfills,CH4,MT,tco2e_20_yr_gwp,5535574.65,2018
GPC,Waste,Biological treatment,Biological treatment,CH4 and N2O - composting,CH4 and N2O from composting,MT,tco2e_20_yr_gwp,29664.81,2018
GPC,Waste,Wastewater treatment,Wastewater treatment,CH4 - wastewater treatment plants,CH4,MT,tco2e_20_yr_gwp,404875.01,2018
GPC,Waste,Wastewater treatment,Wastewater treatment,N2O - wastewater treatment plants,N2O,MT,tco2e_20_yr_gwp,69689.67,2018
GPC,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,#2 fuel oil,gallon,consumed,136255620.5,2019
GPC,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,#4 fuel oil,gallon,consumed,57086798.88,2019
GPC,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,#6 fuel oil,gallon,consumed,0.0,2019
GPC,Stationary Energy,Residential (small and large residential),Residential,Biofuel,Biofuel,gallon,consumed,16147022.79,2019
GPC,Stationary Energy,Residential (small and large residential),Residential,Electricity,Electricity,kWh,consumed,15414984037.68,2019
GPC,Stationary Energy,Residential (small and large residential),Residential,Natural gas,Natural gas,SCF,consumed,188512555543.6,2019
GPC,Stationary Energy,Residential (small and large residential),Residential,Steam,Steam,kg,consumed,2800861783.12,2019
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,Upstream Electricity,kWh,consumed,15414984037.68,2019
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,Upstream Steam,kg,consumed,2800861783.12,2019
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,Upstream Natural gas,SCF,consumed,188512555543.6,2019
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,Downstream Natural gas,SCF,consumed,188512555543.6,2019
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#2 fuel oil,#2 fuel oil,gallon,consumed,77211385.45,2019
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#4 fuel oil,#4 fuel oil,gallon,consumed,10188778.97,2019
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#6 fuel oil,#6 fuel oil,gallon,consumed,0.0,2019
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Biofuel,Biofuel,gallon,consumed,4064660.9,2019
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Electricity,Electricity,kWh,consumed,24252105992.55,2019
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Natural gas,Natural gas,SCF,consumed,122055394359.6,2019
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Steam,Steam,kg,consumed,4789020634.25,2019
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Electricity,Upstream Electricity,kWh,consumed,24252105992.55,2019
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,Upstream Steam,kg,consumed,4789020634.25,2019
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Natural gas,Upstream Natural gas,SCF,consumed,122055394359.6,2019
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Downstream Natural gas,Downstream Natural gas,SCF,consumed,122055394359.6,2019
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,#2 fuel oil,gallon,consumed,17800432.39,2019
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,#4 fuel oil,gallon,consumed,2195208.97,2019
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,#6 fuel oil,gallon,consumed,0.0,2019
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,Biofuel,gallon,consumed,721564.07,2019
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,Electricity,kWh,consumed,8939368045.18,2019
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,Natural gas,SCF,consumed,28314142341.1,2019
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,Steam,kg,consumed,1436706192.14,2019
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,Upstream Electricity,kWh,consumed,8939368045.18,2019
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,Upstream Steam,kg,consumed,1436706192.14,2019
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,Upstream Natural gas,SCF,consumed,28314142341.1,2019
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,Downstream Natural gas,SCF,consumed,28314142341.1,2019
GPC,Stationary Energy,Fugitive natural gas,Fugitive,CH4 - natural gas distribution,Fugitive CH4,GJ,consumed,1115386.08,2019
GPC,Transportation,Passenger cars (public and private),Passenger cars,Gasoline,Gasoline,VMT,consumed,18253238957.49,2019
GPC,Transportation,Passenger cars (public and private),Passenger cars,Diesel,Diesel,VMT,consumed,189990459.15,2019
GPC,Transportation,Passenger cars (public and private),Passenger cars,CNG,Natural gas,VMT,consumed,0.0,2019
GPC,Transportation,Passenger cars (public and private),Passenger cars,Electricity,Electricity,VMT,consumed,159596277.86,2019
GPC,Transportation,Passenger cars (public and private),Passenger cars,Other,Other,VMT,consumed,0.0,2019
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Gasoline,Gasoline,VMT,consumed,338529259.54,2019
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Diesel,Diesel,VMT,consumed,244565718.75,2019
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,CNG,Natural gas,VMT,consumed,1723036.78,2019
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Electricity,Electricity,VMT,consumed,2070892.22,2019
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Gasoline,Gasoline,VMT,consumed,50206277.93,2019
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Diesel,Diesel,VMT,consumed,585776210.25,2019
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,CNG,Natural gas,VMT,consumed,2782465.5,2019
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Electricity,Electricity,VMT,consumed,927510.28,2019
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Biofuel,Biofuel,VMT,consumed,0.0,2019
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Diesel,Diesel,VMT,consumed,39239869.96,2019
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,CNG,Natural gas,VMT,consumed,177444.02,2019
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Gasoline,Gasoline,VMT,consumed,1102160.25,2019
GPC,Transportation,For Hire,For hire vehicles,Gasoline,Gasoline,VMT,consumed,2914674537.8,2019
GPC,Transportation,For Hire,For hire vehicles,Diesel,Diesel,VMT,consumed,0.0,2019
GPC,Transportation,For Hire,For hire vehicles,Electricity,Electricity,VMT,consumed,0.0,2019
GPC,Transportation,School Bus,School buses,Gasoline,Gasoline,VMT,consumed,26177340.96,2019
GPC,Transportation,School Bus,School buses,Diesel,Diesel,VMT,consumed,44093083.99,2019
GPC,Transportation,School Bus,School buses,Electricity,Electricity,VMT,consumed,0.0,2019
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream CNG,Upstream CNG,VMT,consumed,0.0,2019
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Downstream CNG,Downstream CNG,VMT,consumed,0.0,2019
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream CNG,Upstream CNG,VMT,consumed,1723036.78,2019
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Downstream CNG,Downstream CNG,VMT,consumed,1723036.78,2019
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream CNG,Upstream CNG,VMT,consumed,2782465.5,2019
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Downstream CNG,Downstream CNG,VMT,consumed,2782465.5,2019
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Upstream CNG,Upstream CNG,VMT,consumed,177444.02,2019
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Downstream CNG,Downstream CNG,VMT,consumed,177444.02,2019
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream Electricity,Upstream Electricity,VMT,consumed,159596277.86,2019
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream Electricity,Upstream Electricity,VMT,consumed,2070892.22,2019
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream Electricity,Upstream Electricity,VMT,consumed,927510.28,2019
CLCPA Addition,Transportation,School Bus,School buses,Upstream Electricity,Upstream Electricity,VMT,consumed,0.0,2019
CLCPA Addition,Transportation,For Hire,For hire vehicles,Upstream Electricity,Upstream Electricity,VMT,consumed,0.0,2019
GPC,Transportation,Buses,Buses,Diesel,Diesel,VMT,consumed,220337837.57,2019
GPC,Transportation,Buses,Buses,CNG,Natural gas,VMT,consumed,30250532.33,2019
CLCPA Addition,Transportation,Buses,Buses,Upstream CNG,Upstream CNG,VMT,consumed,30250532.33,2019
CLCPA Addition,Transportation,Buses,Buses,Downstream CNG,Downstream CNG,VMT,consumed,30250532.33,2019
GPC,Transportation,Railways,Railways,Electricity - subway and commuter rail,Electricity,kWh,consumed,2229864150.72,2019
